"facility_name","addresses","zip_code","lon","lat","geoAddress"
"BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD, GLENDALE, AZ","85306",-112.1798375,33.6096,"5555 w thunderbird rd, glendale, az 85306, usa"
"HONORHEALTH DEER VALLEY MEDICAL CENTER","19829 NORTH 27TH AVENUE, PHOENIX, AZ","85027",-112.1160087,33.6660046,"19829 n 27th ave, phoenix, az 85027, usa"
"BANNER DEL E. WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD, SUN CITY WEST, AZ","85375",-112.3734654,33.6596577,"14502 w meeker blvd, sun city west, az 85375, usa"
"ABRAZO ARROWHEAD HOSPITAL","18701 NORTH 67TH AVENUE, GLENDALE, AZ","85308",-112.2011817,33.6547083,"18701 n 67th ave, glendale, az 85308, usa"
"WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD, BULLHEAD CITY, AZ","86442",-114.5547973,35.1103607,"2735 silver creek rd, bullhead city, az 86442, usa"
"MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD, PHOENIX, AZ","85054",-111.9564498,33.6590516,"5777 e mayo blvd, phoenix, az 85054, usa"
"BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE, MESA, AZ","85206",-111.6855169,33.4107538,"6750 e baywood ave, mesa, az 85206, usa"
"ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD, MESA, AZ","85206",-111.7347299,33.3803795,"4620 e baseline rd, mesa, az 85206, usa"
"THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE, PHOENIX, AZ","85015",-112.1003365,33.531634,"cavalier freeway, 6501 n 19th ave, phoenix, az 85015, usa"
"ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD, GOODYEAR, AZ","85395",-112.3520988,33.4625907,"13677 w mcdowell rd, goodyear, az 85395, usa"
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY, TUCSON, AZ","85713",-110.9299301,32.1764128,"2800 e ajo way, tucson, az 85714, usa"
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","2905 WEST WARNER ROAD, SUITE 1, CHANDLER, AZ","85224",-111.8912633,33.3338377,"2905 w warner rd # 1, chandler, az 85224, usa"
"WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860), WHITERIVER, AZ","85941",-109.9577256,33.8763923,"200 w hospital dr, whiteriver, az 85941, usa"
"ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD, ORO VALLEY, AZ","85755",-110.9485214,32.4291928,"1551 e tangerine rd, tucson, az 85755, usa"
"BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD, PHOENIX, AZ","85037",-112.2575889,33.4784822,"9201 w thomas rd, phoenix, az 85037, usa"
"VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95, FORT MOHAVE, AZ","86426",-114.5966403,35.0021069,"5330 az-95, fort mohave, az 86426, usa"
"MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE, GILBERT, AZ","85297",-111.7522435,33.2871651,"3555 s val vista dr, gilbert, az 85297, usa"
"MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD, MESA, AZ","85209",-111.6120874,33.3914626,"1301 s crismon rd, mesa, az 85209, usa"
"BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD, GILBERT, AZ","85234",-111.7226103,33.3841192,"1900 n higley rd, gilbert, az 85234, usa"
"HONOR HEALTH THOMPSON PEAK MEDICAL CENTER","7400 EAST THOMPSON PEAK PARKWAY, SCOTTSDALE, AZ","85255",-111.9222952,33.6709813,"7400 e thompson peak pkwy, scottsdale, az 85255, usa"
"BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD, QUEEN CREEK, AZ","85140",-111.5657761,33.2149409,"37000 n gantzel rd, san tan valley, az 85140, usa"
"O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET, PHOENIX, AZ","85008",-111.9964968,33.4566545,"750 n 40th st, phoenix, az 85008, usa"
"BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE, APACHE JUNCTION, AZ","85120",-111.5671735,33.3949432,"2050 w southern ave, apache junction, az 85120, usa"
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE, LAVEEN, AZ","85339",-112.1669601,33.3807191,"7171 s 51st ave, laveen village, az 85339, usa"
"SANTA CRUZ VALLEY REGIONAL HOSPITAL","4455 SOUTH I-19 FRONTAGE ROAD, GREEN VALLEY, AZ","85614",-110.9844391,31.9197778,"s i19 frontage rd, sahuarita, az 85614, usa"
"WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY, GOODYEAR, AZ","85338",-112.3645119,33.4539736,"14200 celebrate life way, goodyear, az 85338, usa"
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD, MESA, AZ","85212",-111.6372866,33.3509231,"9130 e elliot rd, mesa, az 85212, usa"
"HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE, PHOENIX, AZ","85085",-112.1302518,33.785745,"33400 n 32nd ave, phoenix, az 85083, usa"
"BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD, CHANDLER, AZ","85286",-111.856767,33.2856961,"1405 s alma school rd, chandler, az 85286, usa"
"WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE, WICKENBURG, AZ","85390",-112.7391411,33.9782824,"520 rose ln, wickenburg, az 85390, usa"
"BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE, BENSON, AZ","85602",-110.3084953,31.9649438,"450 s ocotillo ave, benson, az 85602, usa"
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE, WILLCOX, AZ","85643",-109.8389075,32.2653157,"901 w rex allen dr, willcox, az 85643, usa"
"PAGE HOSPITAL","501 NORTH NAVAJO DRIVE, PAGE, AZ","86040",-111.4634541,36.9176924,"501 n navajo dr, page, az 86040, usa"
"HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388, POLACCA, AZ","86042",-110.4260281,35.8022226,"highway 264 mile post 388, highway 264 mile post 388, polacca, az 86042, usa"
"PARKER INDIAN HEALTH CENTER","12033 AGENCY ROAD, PARKER, AZ","85344",-114.3013295,34.1472228,"12033 w agency ave, parker, az 85344, usa"
"HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD, SACATON, AZ","85147",-111.7606743,33.0732768,"483 w seed farm rd, sacaton, az 85147, usa"
"SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH, GANADO, AZ","86505",-109.5416667,35.7086111,"az-264, ganado, az 86505, usa"
"LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE, WINSLOW, AZ","86047",-110.6925977,35.0358297,"1501 n williamson ave, winslow, az 86047, usa"
"COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE, BISBEE, AZ","85603",-109.8827933,31.4175897,"101 cole ave, bisbee, az 85603, usa"
"HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD, NOGALES, AZ","85621",-110.9597447,31.3402769,"1171 w target range rd, nogales, az 85621, usa"
"COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE, GLOBE, AZ","85501",-110.8268096,33.4060628,"5880 s hospital dr, globe, az 85501, usa"
"WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE, SPRINGERVILLE, AZ","85938",-109.2854778,34.1316581,"118 s mountain ave, springerville, az 85938, usa"
"LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD, PARKER, AZ","85344",-114.2851676,34.1359258,"1200 mohave rd, parker, az 85344, usa"
"BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE, PAYSON, AZ","85541",-111.3206462,34.2301338,"807 s ponderosa st, payson, az 85541, usa"
"PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD, PHOENIX, AZ","85016",-112.0408378,33.4787433,"1919 e thomas rd, phoenix, az 85016, usa"
"BANNER BEHAVIORAL HEALTH HOSPITAL","7575 EAST EARLL DRIVE, SCOTTSDALE, AZ","85251",-111.9188068,33.4832256,"7575 e earll dr, scottsdale, az 85251, usa"
"ST. LUKE'S BEHAVIORAL HOSPITAL, LP","1800 EAST VAN BUREN, PHOENIX, AZ","85006",-112.0429496,33.4529961,"1800 e van buren st, phoenix, az 85006, usa"
"HAVEN BEHAVIORAL HOSPITAL OF PHOENIX","1201 SOUTH 7TH AVENUE, SUITE 200, PHOENIX, AZ","85007",-112.0814315,33.4354156,"1201 s 7th ave # 200, phoenix, az 85007, usa"
"ARIZONA STATE HOSPITAL","2500 EAST VAN BUREN STREET, PHOENIX, AZ","85008",-112.0259794,33.4529634,"2500 e van buren st, phoenix, az 85008, usa"
"SONORA BEHAVIORAL HEALTH HOSPITAL","6050 NORTH CORONA ROAD, TUCSON, AZ","85704",-111.0072466,32.3163949,"6050 n corona rd, tucson, az 85704, usa"
"GUIDANCE CENTER, THE","2187 NORTH VICKEY STREET, FLAGSTAFF, AZ","86004",-111.6066842,35.2067563,"2187 n vickey st, flagstaff, az 86004, usa"
"AURORA BEHAVIORAL HEALTH SYSTEM","6015 WEST PEORIA  AVENUE, GLENDALE, AZ","85302",-112.189315,33.5810387,"6015 w peoria ave, glendale, az 85302, usa"
"WINDHAVEN PSYCHIATRIC HOSPITAL","3347 NORTH WINDSONG DRIVE, PRESCOTT VALLEY, AZ","86314",-112.3262794,34.5910987,"3347 n windsong dr, prescott valley, az 86314, usa"
"VALLEY HOSPITAL","3550 EAST PINCHOT AVENUE, PHOENIX, AZ","85018",-112.0058586,33.4828551,"3550 e pinchot ave, phoenix, az 85018, usa"
"CHANGEPOINT PSYCHIATRIC HOSPITAL","1920 WEST COMMERCE DRIVE, LAKESIDE, AZ","85929",-109.9753191,34.1652057,"1920 w commerce dr, lakeside, az 85929, usa"
"AURORA BEHAVIORAL HEALTHCARE-TEMPE","6350 SOUTH MAPLE AVENUE, TEMPE, AZ","85283",-111.9391144,33.3641134,"6350 s maple ave, tempe, az 85283, usa"
"OASIS BEHAVIORAL HEALTH HOSPITAL","2190 NORTH GRACE BOULEVARD, BUILDING A, CHANDLER, AZ","85225",-111.8474453,33.3400413,"2190 n grace blvd building a, chandler, az 85225, usa"
"PALO VERDE BEHAVIORAL HEALTH","2695 NORTH CRAYCROFT ROAD, TUCSON, AZ","85712",-110.8763868,32.2560597,"2695 n craycroft rd, tucson, az 85712, usa"
"QUAIL RUN BEHAVIORAL HEALTH","2545 WEST QUAIL AVENUE, PHOENIX, AZ","85027",-112.11368,33.6778261,"2545 w quail ave, phoenix, az 85027, usa"
"COPPER SPRINGS EAST- GILBERT","10550 WEST MCDOWELL ROAD, AVONDALE, AZ","85392",-112.2878596,33.4653759,"10550 w mcdowell rd, avondale, az 85392, usa"
"CORNERSTONE BEHAVIORAL HEALTH EL DORADO","1400 NORTH WILMOT ROAD, TUCSON, AZ","85712",-110.8558837,32.2399172,"main entrance, 1400 n wilmot rd, tucson, az 85712, usa"
"DESTINY SPRINGS HEALTHCARE","17300 NORTH DYSART ROAD, SURPRISE, AZ","85378",-112.3439289,33.6413901,"17300 n dysart rd, surprise, az 85378, usa"
"AVENIR BEHAVIORAL HEALTH CENTER","16561 NORTH PARKVIEW PLACE, SURPRISE, AZ","85374",-112.3812296,33.6344374,"16561 n parkview pl, surprise, az 85374, usa"
"SILOAM SPRINGS REGIONAL HOSPITAL","603 NORTH PROGRESS AVENUE, SILOAM SPRINGS, AR","72761",-94.5075045,36.1898192,"603 n progress ave, siloam springs, ar 72761, usa"
"JOHNSON REGIONAL MEDICAL CENTER","1100 EAST POPLAR STREET, CLARKSVILLE, AR","72830",-93.4442736,35.4621303,"1100 e poplar st, clarksville, ar 72830, usa"
"WASHINGTON REGIONAL MEDICAL CENTER","3215 N NORTH HILLS BOULEVARD, FAYETTEVILLE, AR","72703",-94.1595346,36.1092031,"3215 n northhills blvd, fayetteville, ar 72703, usa"
"CHI-ST VINCENT INFIRMARY","TWO ST VINCENT CIRCLE, LITTLE ROCK, AR","72205",-92.3393435,34.7502877,"2 st vincent cir, little rock, ar 72205, usa"
"MERCY HOSPITAL NORTHWEST ARKANSAS","2710 SOUTH RIFE MEDICAL LANE, ROGERS, AR","72758",-94.1828963,36.3088478,"2710 s rife medical ln, rogers, ar 72758, usa"
"CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET, DANVILLE, AR","72833",-93.388009,35.0545456,"719 detroit st, danville, ar 72833, usa"
"WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE, SEARCY, AR","72143",-91.6923382,35.2506825,"3214 e race ave, searcy, ar 72143, usa"
"MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET, MENA, AR","71953",-94.2216522,34.589122,"311 morrow st n, mena, ar 71953, usa"
"UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612, LITTLE ROCK, AR","72205",-92.3201209,34.7499553,"4301 w markham st slot 612, little rock, ar 72205, usa"
"NORTH ARKANSAS REGIONAL MEDICAL CENTER","620 NORTH MAIN STREET, HARRISON, AR","72601",-93.1089027,36.2376687,"620 n main st, harrison, ar 72601, usa"
"BAPTIST HEALTH - VAN BUREN","211 CRAWFORD MEMORIAL DRIVE, VAN BUREN, AR","72956",-94.3388762,35.4354401,"211 crawford memorial dr, van buren, ar 72956, usa"
"FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD, FORREST CITY, AR","72335",-90.7758426,35.0397728,"1601 new castle rd, forrest city, ar 72335, usa"
"ST BERNARDS MEDICAL CENTER","225 E WASHIINGTON AVENUE, JONESBORO, AR","72401",-90.7029248,35.8383105,"225 e washington ave, jonesboro, ar 72401, usa"
"NORTHWEST MEDICAL CENTER-SPRINGDALE","609 WEST MAPLE AVENUE, SPRINGDALE, AR","72764",-94.1368229,36.1801397,"northwest medical center - springdale, 609 w maple ave, springdale, ar 72764, usa"
"ST VINCENT HOT SPRINGS","300 WERNER STREET, HOT SPRINGS, AR","71903",-93.0663135,34.4681702,"300 werner st, hot springs, ar 71913, usa"
"BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE, MOUNTAIN HOME, AR","72653",-92.3944544,36.3429294,"baxter regional hospital, 624 hospital dr, mountain home, ar 72653, usa"
"CONWAY REGIONAL HEALTH SYSTEM","2302 COLLEGE AVENUE, CONWAY, AR","72034",-92.4576613,35.0859847,"2302 college ave, conway, ar 72034, usa"
"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE, NORTH LITTLE ROCK, AR","72117",-92.2230215,34.7836465,"3333 springhill dr, north little rock, ar 72117, usa"
"ARKANSAS METHODIST MEDICAL CENTER","900 WEST KINGSHIGHWAY, PARAGOULD, AR","72450",-90.4985428,36.0516946,"900 w kingshighway, paragould, ar 72450, usa"
"ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET, RUSSELLVILLE, AR","72801",-93.1499682,35.2833896,"1808 w main st, russellville, ar 72801, usa"
"FIVE RIVERS MEDICAL CENTER","2801 MEDICAL CENTER DRIVE, POCAHONTAS, AR","72455",-90.9972303,36.2896988,"2801 medical center dr, pocahontas, ar 72455, usa"
"OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE, CAMDEN, AR","71701",-92.836836,33.5758385,"638 california ave sw, camden, ar 71701, usa"
"DREW MEMORIAL HOSPITAL","778 SCOGIN DRIVE, MONTICELLO, AR","71655",-91.8170545,33.6107603,"778 scogin dr, monticello, ar 71655, usa"
"BAPTIST HEALTH - FORT SMITH","1001 TOWSON AVENUE, FORT SMITH, AR","72901",-94.419774,35.3741136,"1001 towson ave, fort smith, ar 72901, usa"
"MERCY HOSPITAL FORT SMITH","7301 ROGERS AVE, FORT SMITH, AR","72903",-94.3531812,35.3565026,"7301 rogers ave, fort smith, ar 72903, usa"
"MAGNOLIA HOSPITAL","101 HOSPITAL DRIVE, MAGNOLIA, AR","71753",-93.239115,33.2742233,"101 hospital dr, magnolia, ar 71753, usa"
"GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET, BLYTHEVILLE, AR","72315",-89.9188352,35.942244,"1520 n division st, blytheville, ar 72315, usa"
"JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE, PINE BLUFF, AR","71603",-92.0176764,34.188636,"1600 w 40th ave, pine bluff, ar 71603, usa"
"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","1703 NORTH BUERKLE ST, STUTTGART, AR","72160",-91.5582488,34.5178455,"1703 n buerkle st, stuttgart, ar 72160, usa"
"NORTH METRO MEDICAL CENTER","1400 BRADEN STREET, JACKSONVILLE, AR","72076",-92.124839,34.873582,"1400 braden st, jacksonville, ar 72076, usa"
"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","1001 SCHNEIDER DRIVE, MALVERN, AR","72104",-92.785668,34.3587893,"1001 schneider dr, malvern, ar 72104, usa"
"NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE, HOT SPRINGS, AR","71901",-93.0362421,34.4858185,"1910 malvern ave, hot springs national park, ar 71901, usa"
"SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE, BENTON, AR","72015",NA,NA,NA
"HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING JR DRIVE, HELENA, AR","72342",-90.6271793,34.5102191,"1801 martin luther king jr dr, helena, ar 72342, usa"
"MEDICAL CENTER OF SOUTH ARKANSAS","700 WEST GROVE STREET, EL DORADO, AR","71730",-92.6709797,33.2215537,"700 w grove st, el dorado, ar 71730, usa"
"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE, LITTLE ROCK, AR","72205",-92.3810554,34.7444214,"9601 baptist health dr, little rock, ar 72205, usa"
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.","4800 EAST JOHNSON AVENUE, JONESBORO, AR","72405",-90.6367043,35.8668678,"4800 e johnson ave, jonesboro, ar 72401, usa"
"WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET, BATESVILLE, AR","72503",-91.6343327,35.7676697,"1710 harrison st, batesville, ar 72501, usa"
"LEVI HOSPITAL","300 PROSPECT AVE, HOT SPRINGS, AR","71901",-93.057346,34.5100131,"300 prospect ave, hot springs, ar 71901, usa"
"ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD, LITTLE ROCK, AR","72211",-92.393486,34.7386221,"1701 s shackleford rd, little rock, ar 72211, usa"
"ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE, SHERWOOD, AR","72120",-92.2091242,34.8134023,"2215 wildwood ave, sherwood, ar 72120, usa"
"ARKANSAS SURGICAL HOSPITAL","5201 NORTH SHORE DRIVE, NO LITTLE ROCK, AR","72118",-92.3487084,34.8000935,"5201 northshore dr, north little rock, ar 72118, usa"
"NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","3873 NORTH PARKVIEW DRIVE, FAYETTEVILLE, AR","72703",-94.1341845,36.1215204,"3873 parkview dr, fayetteville, ar 72703, usa"
"WADLEY REGIONAL MEDICAL CENTER AT HOPE","2001 SOUTH MAIN, HOPE, AR","71801",-93.584888,33.6481308,"2001 s main st, hope, ar 71801, usa"
"BAPTIST HEALTH MEDICAL CENTER- CONWAY","1555 EXCHANGE AVENUE, CONWAY, AR","72032",-92.4192706,35.0564394,"1555 exchange ave, conway, ar 72032, usa"
"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC","2100 NORTH SEVENTH STREET, WEST MEMPHIS, AR","72301",-90.1778757,35.1679922,"2100 n 7th st, west memphis, ar 72301, usa"
"NORTH LOGAN MERCY HOSPITAL","500 EAST ACADEMY, PARIS, AR","72855",-93.7248661,35.2892132,"500 e academy st, paris, ar 72855, usa"
"DARDANELLE HOSPITAL","200 NORTH THIRD STREET, DARDANELLE, AR","72834",-93.1565207,35.2204294,"200 n 3rd st, dardanelle, ar 72834, usa"
"MERCY HOSPITAL OZARK","801 WEST RIVER STREET, OZARK, AR","72949",-93.8334873,35.4856914,"801 w river st, ozark, ar 72949, usa"
"EUREKA SPRINGS HOSPITAL COMMISSION","24 NORRIS STREET, EUREKA SPRINGS, AR","72632",-93.7444016,36.4003588,"24 norris st, eureka springs, ar 72632, usa"
"MERCY HOSPITAL WALDRON","1341 WEST SIXTH STREET, WALDRON, AR","72958",-94.1062896,34.894277,"1341 w 6th st, waldron, ar 72958, usa"
"IZARD COUNTY MEDICAL CENTER, LLC","61 GRASSE STREET, CALICO ROCK, AR","72519",-92.1276097,36.1266419,"61 grasse st, calico rock, ar 72519, usa"
"CROSSRIDGE COMMUNITY HOSPITAL","310 SOUTH FALLS BOULEVARD, WYNNE, AR","72396",-90.7862678,35.2196635,"310 s falls blvd, wynne, ar 72396, usa"
"MCGEHEE HOSPITAL","900 SOUTH THIRD STREET, MCGEHEE, AR","71654",-91.3930033,33.6190876,"900 s 3rd st, mcgehee, ar 71654, usa"
"LAWRENCE MEMORIAL HOSPITAL","1309 WEST MAIN STREET, WALNUT RIDGE, AR","72476",-90.9678501,36.0739454,"1309 w main st, walnut ridge, ar 72476, usa"
"STONE COUNTY MEDICAL CENTER","2106 EAST MAIN STREET, MOUNTAIN VIEW, AR","72560",-92.0829913,35.8566129,"2106 e main st, mountain view, ar 72560, usa"
"HOWARD MEMORIAL HOSPITAL","130 MEDICAL CIRCLE, NASHVILLE, AR","71852",-93.8805482,33.9495578,"130 medical cir, nashville, ar 71852, usa"
"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS","1800 BYPASS ROAD, HEBER SPRINGS, AR","72543",-91.9980175,35.5044136,"1800 bypass rd, heber springs, ar 72543, usa"
"OZARK HEALTH","2500 HIGHWAY 65 SOUTH, CLINTON, AR","72031",-92.4523796,35.5594098,"2500 hwy 65 s, clinton, ar 72031, usa"
"DEWITT HOSPITAL & NURSING HOME, INC","1641 WHITEHEAD DRIVE, DE WITT, AR","72042",-91.3382239,34.2795518,"1641 s whitehead dr, dewitt, ar 72042, usa"
"SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER","611 WEST LEE AVENUE, OSCEOLA, AR","72370",-89.9754399,35.6998126,"611 w lee ave, osceola, ar 72370, usa"
"DALLAS COUNTY MEDICAL CENTER","201 CLIFTON STREET, FORDYCE, AR","71742",-92.4254216,33.8089771,"201 s clifton st, fordyce, ar 71742, usa"
"MERCY HOSPITAL BOONEVILLE","880 WEST MAIN, BOONEVILLE, AR","72927",-93.9351713,35.1402603,"880 w main st, booneville, ar 72927, usa"
"LITTLE RIVER MEMORIAL HOSPITAL","451 WEST LOCKE STREET, ASHDOWN, AR","71822",-94.1351439,33.6691201,"451 w locke st, ashdown, ar 71822, usa"
"BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA","3050 TWIN RIVERS DRIVE, ARKADELPHIA, AR","71923",-93.0887361,34.1228264,"3050 twin rivers dr, arkadelphia, ar 71923, usa"
"FULTON COUNTY HOSPITAL","679 NORTH MAIN STREET, SALEM, AR","72576",-91.8104769,36.3831443,"679 n main st, salem, ar 72576, usa"
"ASHLEY COUNTY MEDICAL CENTER","1015 UNITY ROAD, CROSSETT, AR","71635",-91.9388616,33.1384943,"1015 unity rd, crossett, ar 71635, usa"
"CHI ST VINCENT MORRILTON","#4 HOSPITAL DRIVE, MORRILTON, AR","72110",NA,NA,NA
"DELTA MEMORIAL HOSPITAL","811 HIGHWAY 65 SOUTH, DUMAS, AR","71639",-92.4500761,35.5832861,"811 hwy 65 s, clinton, ar 72031, usa"
"BRADLEY COUNTY MEDICAL CENTER","404 SOUTH BRADLEY STREET, WARREN, AR","71671",-92.059312,33.6103875,"bradley county medical center, 404 s bradley st, warren, ar 71671, usa"
"CHICOT MEMORIAL MEDICAL CENTER","2729 SOUTH HIGHWAY 65 & 82, LAKE VILLAGE, AR","71653",-91.2903886,33.3064148,"2729 highway 65 82, lake village, ar 71653, usa"
"MERCY HOSPITAL BERRYVILLE","214 CARTER STREET, BERRYVILLE, AR","72616",-93.5516979,36.3589699,"214 carter st, berryville, ar 72616, usa"
"PIGGOTT COMMUNITY HOSPITAL","216 EAST MAIN STREET, PIGGOTT, AR","72454",-90.1884784,36.3821949,"216 e main st, piggott, ar 72454, usa"
"OZARKS COMMUNITY HOSPITAL OF GRAVETTE","1101 JACKSON STREET SW, GRAVETTE, AR","72736",-94.4605455,36.4086918,"1101 jackson st sw, gravette, ar 72736, usa"
"ARKANSAS CHILDRENS HOSPITAL","1 CHILDREN'S WAY, SLOT 301, LITTLE ROCK, AR","72202",-92.2929685,34.7429496,"1 children's way slot 301, little rock, ar 72202, usa"
"ARKANSAS CHILDREN'S NORTHWEST, INC","2601 GENE GEORGE BOULEVARD, SPRINGDALE, AR","72762",-94.1903349,36.162199,"2601 gene george blvd, springdale, ar 72762, usa"
"VISTA HEALTH FAYETTEVILLE","4253 CROSSOVER ROAD, FAYETTEVILLE, AR","72703",-94.1191562,36.1284776,"4253 n crossover rd, fayetteville, ar 72703, usa"
"BRIDGEWAY HOSPITAL","21 BRIDGEWAY ROAD, NORTH LITTLE ROCK, AR","72113",-92.3542578,34.8218404,"21 bridgeway rd, north little rock, ar 72113, usa"
"VALLEY BEHAVIORAL HEALTH SYSTEM","10301 MAYO DRIVE, BARLING, AR","72923",-94.3132699,35.3411254,"10301 mayo dr, barling, ar 72923, usa"
"RIVENDELL BEHAVIORAL HEALTH SERVICES","100 RIVENDELL DRIVE, BENTON, AR","72019",-92.5333729,34.6134343,"100 rivendell dr, benton, ar 72019, usa"
"ARKANSAS STATE HOSPITAL","305 S PALM STREET, LITTLE ROCK, AR","72205",-92.3243695,34.7506894,"305 s palm st, little rock, ar 72205, usa"
"UNITED METHODIST BEHAVIORAL HOSPITAL","1601 MURPHY DRIVE, MAUMELLE, AR","72113",-92.3942603,34.8765681,"1601 murphy dr, maumelle, ar 72113, usa"
"SPRINGWOODS BEHAVIORAL HEALTH SERVICES","1955 WEST TRUCKER'S DRIVE, FAYETTEVILLE, AR","72704",-94.1869777,36.1083345,"1955 truckers dr, fayetteville, ar 72704, usa"
"RIVERVIEW BEHAVIORAL HEALTH","701 ARKANSAS BOULEVARD SUITE 300, TEXARKANA, AR","71854",-94.0354205,33.4606715,"701 arkansas blvd #300, texarkana, ar 71854, usa"
"PERIMETER BEHAVIORAL HOSPITAL WEST MEMPHIS","600 NORTH 7TH STREET, WEST MEMPHIS, AR","72301",-90.1769176,35.1529394,"600 n 7th st, west memphis, ar 72301, usa"
"CONWAY BEHAVIORAL HEALTH","2255 STURGIS ROAD, CONWAY, AR","72034",-92.4232452,35.0379671,"2255 sturgis rd, conway, ar 72034, usa"
