"fips","state","name","broadband_2017","median_val_owner_occupied_2010","median_household_income_2019"
48487,"Texas","Wilbarger County",67.4,57500,45302
48489,"Texas","Willacy County",50.2,46200,35521
48491,"Texas","Williamson County",89.7,172200,87337
48493,"Texas","Wilson County",77.7,124100,76692
48495,"Texas","Winkler County",67.7,38900,60366
48497,"Texas","Wise County",72.6,119900,64536
48499,"Texas","Wood County",73.8,94800,53394
48501,"Texas","Yoakum County",67.2,61000,70005
48503,"Texas","Young County",68.7,69400,50635
48505,"Texas","Zapata County",54.4,47100,33952
48507,"Texas","Zavala County",43.7,36900,34459
49001,"Utah","Beaver County",75.3,150200,55221
49003,"Utah","Box Elder County",81.3,162000,62233
49005,"Utah","Cache County",84.4,180300,59038
49007,"Utah","Carbon County",75.6,109200,51158
49009,"Utah","Daggett County",90.5,181800,75417
49011,"Utah","Davis County",88.8,224400,83310
49013,"Utah","Duchesne County",80.4,162600,63224
49015,"Utah","Emery County",76,105500,55554
49017,"Utah","Garfield County",75.2,129900,54565
49019,"Utah","Grand County",79.9,194100,51557
49021,"Utah","Iron County",80.7,204600,51807
49023,"Utah","Juab County",77.3,163300,61463
49025,"Utah","Kane County",73.5,174500,47044
49027,"Utah","Millard County",78.7,121100,62242
49029,"Utah","Morgan County",91.8,260600,91341
49031,"Utah","Piute County",70,163500,42813
49033,"Utah","Rich County",72,120300,57902
49035,"Utah","Salt Lake County",83,237500,74865
49037,"Utah","San Juan County",48.8,108000,45394
49039,"Utah","Sanpete County",76.4,148700,53838
49041,"Utah","Sevier County",77.2,148300,54799
49043,"Utah","Summit County",91.2,492100,102958
49045,"Utah","Tooele County",87.1,183000,74562
49047,"Utah","Uintah County",79.5,183100,65264
49049,"Utah","Utah County",85.5,233800,74665
49051,"Utah","Wasatch County",88.5,317900,85166
49053,"Utah","Washington County",83.3,240900,59839
49055,"Utah","Wayne County",74.7,167500,44245
49057,"Utah","Weber County",81.8,168300,67244
50001,"Vermont","Addison County",78.3,219000,68825
50003,"Vermont","Bennington County",77.2,198800,56183
50005,"Vermont","Caledonia County",70,154200,50563
50007,"Vermont","Chittenden County",85,254700,73647
50009,"Vermont","Essex County",67.5,124300,44349
50011,"Vermont","Franklin County",77.7,202800,65485
50013,"Vermont","Grand Isle County",80.7,235600,71587
50015,"Vermont","Lamoille County",78.8,211100,64003
50017,"Vermont","Orange County",73.5,182700,60925
50019,"Vermont","Orleans County",71.2,149200,49168
50021,"Vermont","Rutland County",75.8,172100,56139
50023,"Vermont","Washington County",79.7,197600,62791
50025,"Vermont","Windham County",75.1,204600,51985
50027,"Vermont","Windsor County",79.7,209900,60987
51001,"Virginia","Accomack County",61.9,149800,46073
51003,"Virginia","Albemarle County",82.6,349800,79880
51005,"Virginia","Alleghany County",64.9,104000,47673
51007,"Virginia","Amelia County",69.3,189800,57946
51009,"Virginia","Amherst County",60.7,142200,52888
51011,"Virginia","Appomattox County",59.3,132200,58696
51013,"Virginia","Arlington County",89.8,571700,120071
51015,"Virginia","Augusta County",69.9,187800,62711
51017,"Virginia","Bath County",61,129700,49738
51019,"Virginia","Bedford County",71.5,187200,64199
51021,"Virginia","Bland County",68.1,88600,48531
51023,"Virginia","Botetourt County",75.1,202500,71110
51025,"Virginia","Brunswick County",56.9,97500,44434
51027,"Virginia","Buchanan County",57.3,62000,31956
51029,"Virginia","Buckingham County",57.5,99300,49025
51031,"Virginia","Campbell County",69.5,134000,49664
51033,"Virginia","Caroline County",66.6,218800,65103
51035,"Virginia","Carroll County",62.3,97400,44835
51036,"Virginia","Charles City County",54.2,146000,57198
51037,"Virginia","Charlotte County",49.9,103200,40573
51041,"Virginia","Chesterfield County",87.1,235600,82599
51043,"Virginia","Clarke County",72,366900,80026
51045,"Virginia","Craig County",60.3,142100,55708
51047,"Virginia","Culpeper County",76.9,309000,77935
51049,"Virginia","Cumberland County",54.2,149700,47469
51051,"Virginia","Dickenson County",56.1,71300,29932
51053,"Virginia","Dinwiddie County",68.4,163800,60346
51057,"Virginia","Essex County",54,185400,51954
51059,"Virginia","Fairfax County",92.1,507800,124831
51061,"Virginia","Fauquier County",83.5,390900,100783
51063,"Virginia","Floyd County",66.8,138800,51521
51065,"Virginia","Fluvanna County",81.5,246100,76873
51067,"Virginia","Franklin County",66.1,156100,56254
51069,"Virginia","Frederick County",75.7,248600,78002
51071,"Virginia","Giles County",70.8,97800,54520
51073,"Virginia","Gloucester County",79.3,228100,70537
51075,"Virginia","Goochland County",78.8,338000,93994
51077,"Virginia","Grayson County",61.1,92200,36544
51079,"Virginia","Greene County",78.8,223100,67398
51081,"Virginia","Greensville County",53.1,94600,50300
51083,"Virginia","Halifax County",52.4,96000,42669
51085,"Virginia","Hanover County",83.1,281600,89390
51087,"Virginia","Henrico County",83.3,230000,70307
51089,"Virginia","Henry County",64.8,91200,37952
51091,"Virginia","Highland County",65.3,177400,48587
51093,"Virginia","Isle of Wight County",72.7,256600,73991
51095,"Virginia","James City County",85.3,348600,87678
51097,"Virginia","King and Queen County",51.7,171500,63982
51099,"Virginia","King George County",82.8,305200,94274
51101,"Virginia","King William County",66.2,198100,66987
51103,"Virginia","Lancaster County",69.9,254500,53711
51105,"Virginia","Lee County",48.8,77600,32888
51107,"Virginia","Loudoun County",93,495000,142299
51109,"Virginia","Louisa County",71.7,218600,60975
51111,"Virginia","Lunenburg County",52.9,101500,44303
51113,"Virginia","Madison County",67,250900,57895
51115,"Virginia","Mathews County",72.2,207900,64237
51117,"Virginia","Mecklenburg County",54.9,115000,43207
51119,"Virginia","Middlesex County",64.6,248100,57438
51121,"Virginia","Montgomery County",84.1,187600,57977
51125,"Virginia","Nelson County",60.2,174100,64313
51127,"Virginia","New Kent County",75,251000,87904
51131,"Virginia","Northampton County",61.9,199600,47227
51133,"Virginia","Northumberland County",69.8,251600,62632
51135,"Virginia","Nottoway County",57.4,126100,45535
51137,"Virginia","Orange County",74.4,249100,71548
51139,"Virginia","Page County",60.3,168700,51792
51141,"Virginia","Patrick County",61.5,102200,43073
51143,"Virginia","Pittsylvania County",61.6,102000,47690
51145,"Virginia","Powhatan County",83.7,279300,89090
51147,"Virginia","Prince Edward County",62.2,155400,47202
51149,"Virginia","Prince George County",78.8,202700,71912
51153,"Virginia","Prince William County",91.6,377700,107132
51155,"Virginia","Pulaski County",64,121100,53866
51157,"Virginia","Rappahannock County",70.2,428700,74284
51159,"Virginia","Richmond County",61.9,148700,49517
51161,"Virginia","Roanoke County",80.4,189500,68948
51163,"Virginia","Rockbridge County",65.8,180900,54600
51165,"Virginia","Rockingham County",71.7,192900,61864
51167,"Virginia","Russell County",56.5,85200,39758
51169,"Virginia","Scott County",59.9,85000,39820
51171,"Virginia","Shenandoah County",70.9,216200,57252
51173,"Virginia","Smyth County",64.2,86900,40932
51175,"Virginia","Southampton County",64.9,149200,61348
51177,"Virginia","Spotsylvania County",85.8,305000,88628
51179,"Virginia","Stafford County",91.5,355300,111108
51181,"Virginia","Surry County",58.8,171800,57962
51183,"Virginia","Sussex County",59.7,119300,49487
51185,"Virginia","Tazewell County",67,80200,42099
51187,"Virginia","Warren County",78.3,254400,69116
51191,"Virginia","Washington County",70.5,126100,48495
51193,"Virginia","Westmoreland County",71.2,202300,53853
51195,"Virginia","Wise County",65.1,77100,38888
51197,"Virginia","Wythe County",64.4,104500,49364
51199,"Virginia","York County",89.5,324800,92069
51510,"Virginia","Alexandria city",88.5,486800,100939
51520,"Virginia","Bristol city",71.7,94100,37500
51530,"Virginia","Buena Vista city",61.4,126000,32455
51540,"Virginia","Charlottesville city",78.2,279700,59471
51550,"Virginia","Chesapeake city",86.2,272800,78640
51570,"Virginia","Colonial Heights city",71.6,187700,54550
51580,"Virginia","Covington city",59.8,65900,40655
51590,"Virginia","Danville city",63.7,89100,37203
51595,"Virginia","Emporia city",56,97700,27063
51600,"Virginia","Fairfax city",92.6,488900,116979
51610,"Virginia","Falls Church city",91.7,641900,127610
51620,"Virginia","Franklin city",66.1,184900,40417
51630,"Virginia","Fredericksburg city",80.1,335800,65641
51640,"Virginia","Galax city",63.1,90600,33575
51650,"Virginia","Hampton city",79.1,191500,56287
51660,"Virginia","Harrisonburg city",72.3,213400,46679
51670,"Virginia","Hopewell city",62.2,130700,39030
51678,"Virginia","Lexington city",65.8,244300,42632
51680,"Virginia","Lynchburg city",70.5,139100,46409
51683,"Virginia","Manassas city",86.9,325800,81493
51685,"Virginia","Manassas Park city",88.7,303400,88046
51690,"Virginia","Martinsville city",63.4,89200,34371
51700,"Virginia","Newport News city",77.4,198500,53215
51710,"Virginia","Norfolk city",78.9,208400,51590
51720,"Virginia","Norton city",63.1,75200,29000
51730,"Virginia","Petersburg city",61.6,115900,38679
51735,"Virginia","Poquoson city",87,326200,97118
51740,"Virginia","Portsmouth city",73.6,180400,52175
51750,"Virginia","Radford city",75.7,154700,36297
51760,"Virginia","Richmond city",70.6,201800,47250
51770,"Virginia","Roanoke city",69.8,128700,44230
51775,"Virginia","Salem city",76.1,165700,57165
51790,"Virginia","Staunton city",72.1,164400,52611
51800,"Virginia","Suffolk city",76.9,252200,74884
51810,"Virginia","Virginia Beach city",86.6,277400,76610
51820,"Virginia","Waynesboro city",67.3,169700,45011
51830,"Virginia","Williamsburg city",82.1,344800,57463
51840,"Virginia","Winchester city",71.1,267000,58818
53001,"Washington","Adams County",63.1,131100,48294
53003,"Washington","Asotin County",76.3,157600,53715
53005,"Washington","Benton County",80.2,169500,69023
53007,"Washington","Chelan County",73.7,245500,58795
53009,"Washington","Clallam County",80,241500,52192
53011,"Washington","Clark County",86.9,260800,75253
53013,"Washington","Columbia County",75.8,146800,53423
53015,"Washington","Cowlitz County",77.7,191500,54506
53017,"Washington","Douglas County",77.5,204800,62951
53019,"Washington","Ferry County",60.8,146100,41939
53021,"Washington","Franklin County",73.3,147000,63584
53023,"Washington","Garfield County",72.2,115700,55900
53025,"Washington","Grant County",74.8,141100,55556
53027,"Washington","Grays Harbor County",78.1,158200,51240
53029,"Washington","Island County",87.1,307100,68604
53031,"Washington","Jefferson County",84,308500,55127
53033,"Washington","King County",88.5,407700,94974
53035,"Washington","Kitsap County",88,284700,75411
53037,"Washington","Kittitas County",81.5,265600,56004
53039,"Washington","Klickitat County",73.3,200200,55773
53041,"Washington","Lewis County",73.8,188600,53484
53043,"Washington","Lincoln County",75.4,145000,54631
53045,"Washington","Mason County",78.8,216000,57634
53047,"Washington","Okanogan County",68.8,161600,47240
53049,"Washington","Pacific County",75,165400,46733
53051,"Washington","Pend Oreille County",66.6,200400,50591
53053,"Washington","Pierce County",83.5,269300,72113
53055,"Washington","San Juan County",83.5,495600,63622
53057,"Washington","Skagit County",83.1,278300,67028
53059,"Washington","Skamania County",71.4,244600,65181
53061,"Washington","Snohomish County",87,338600,86691
53063,"Washington","Spokane County",82.4,187900,56904
53065,"Washington","Stevens County",69.7,174800,51775
53067,"Washington","Thurston County",85,257800,72003
53069,"Washington","Wahkiakum County",77.1,206800,53227
53071,"Washington","Walla Walla County",79.6,195200,57858
53073,"Washington","Whatcom County",84.8,293500,62984
53075,"Washington","Whitman County",82.3,182500,42745
53077,"Washington","Yakima County",72.4,149700,51637
54001,"West Virginia","Barbour County",66,80300,38459
54003,"West Virginia","Berkeley County",78.3,193700,62515
54005,"West Virginia","Boone County",70.4,76400,40739
54007,"West Virginia","Braxton County",59.6,76200,41466
54009,"West Virginia","Brooke County",67.2,85300,51496
54011,"West Virginia","Cabell County",67.5,97500,40028
54013,"West Virginia","Calhoun County",64.5,71200,38382
54015,"West Virginia","Clay County",65.9,76400,35024
54017,"West Virginia","Doddridge County",62.4,75900,45545
54019,"West Virginia","Fayette County",69.8,67800,41394
54021,"West Virginia","Gilmer County",59.3,69000,42636
54023,"West Virginia","Grant County",64.8,105300,42216
54025,"West Virginia","Greenbrier County",68.1,93900,40200
54027,"West Virginia","Hampshire County",54.3,134100,47857
54029,"West Virginia","Hancock County",69.3,85300,45763
54031,"West Virginia","Hardy County",69.3,130600,47438
54033,"West Virginia","Harrison County",72.7,95500,53022
54035,"West Virginia","Jackson County",63.8,102100,47837
54037,"West Virginia","Jefferson County",79,255800,80430
54039,"West Virginia","Kanawha County",74.3,98500,46639
54041,"West Virginia","Lewis County",67.1,87400,39908
54043,"West Virginia","Lincoln County",69,65100,42345
54045,"West Virginia","Logan County",72.9,79700,36168
54047,"West Virginia","McDowell County",59.4,32800,27682
54049,"West Virginia","Marion County",75,87500,50305
54051,"West Virginia","Marshall County",68.2,77900,48557
54053,"West Virginia","Mason County",62.8,79400,46078
54055,"West Virginia","Mercer County",64.1,73500,40784
54057,"West Virginia","Mineral County",61.5,114700,49936
54059,"West Virginia","Mingo County",66.7,63900,32764
54061,"West Virginia","Monongalia County",81.8,145400,52455
54063,"West Virginia","Monroe County",57.9,95200,38540
54065,"West Virginia","Morgan County",72.6,167100,51745
54067,"West Virginia","Nicholas County",67.7,73400,40086
54069,"West Virginia","Ohio County",66.4,94800,50584
54071,"West Virginia","Pendleton County",55.9,95300,42312
54073,"West Virginia","Pleasants County",72.4,89400,56838
54075,"West Virginia","Pocahontas County",67.4,100000,41882
54077,"West Virginia","Preston County",71.8,87700,51888
54079,"West Virginia","Putnam County",72,135200,60097
54081,"West Virginia","Raleigh County",73.4,88000,43748
54083,"West Virginia","Randolph County",65.3,94100,43320
54085,"West Virginia","Ritchie County",66,70000,43577
54087,"West Virginia","Roane County",59.2,75000,37373
54089,"West Virginia","Summers County",54.4,74100,38187
54091,"West Virginia","Taylor County",70.7,77000,48578
54093,"West Virginia","Tucker County",70.5,87900,49118
54095,"West Virginia","Tyler County",64.2,77700,43087
54097,"West Virginia","Upshur County",69.3,99700,40322
54099,"West Virginia","Wayne County",62.8,85500,37988
54101,"West Virginia","Webster County",64.4,58500,34927
54103,"West Virginia","Wetzel County",64.4,82200,43107
54105,"West Virginia","Wirt County",65.3,61800,46048
54107,"West Virginia","Wood County",76.2,102500,47321
54109,"West Virginia","Wyoming County",63.6,59300,42332
55001,"Wisconsin","Adams County",68.8,130700,46369
55003,"Wisconsin","Ashland County",68.7,103000,42510
55005,"Wisconsin","Barron County",74,134500,52703
55007,"Wisconsin","Bayfield County",76.1,157300,56096
55009,"Wisconsin","Brown County",81.1,159100,62340
55011,"Wisconsin","Buffalo County",74.2,130600,57829
55013,"Wisconsin","Burnett County",70.1,156100,52672
55015,"Wisconsin","Calumet County",84.3,158700,75814
55017,"Wisconsin","Chippewa County",77.6,146300,59742
55019,"Wisconsin","Clark County",64.1,110900,54012
55021,"Wisconsin","Columbia County",76.8,177500,68005
55023,"Wisconsin","Crawford County",68.9,113900,50595
55025,"Wisconsin","Dane County",85.5,230800,73893
55027,"Wisconsin","Dodge County",75.5,155900,60652
55029,"Wisconsin","Door County",75.8,189500,61560
55031,"Wisconsin","Douglas County",73.4,130200,53986
55033,"Wisconsin","Dunn County",78.6,152700,58783
55035,"Wisconsin","Eau Claire County",81.1,147200,59476
55037,"Wisconsin","Florence County",68.1,123700,52181
55039,"Wisconsin","Fond du Lac County",77.6,143000,62391
55041,"Wisconsin","Forest County",62.6,117900,45536
55043,"Wisconsin","Grant County",73.4,118300,54800
55045,"Wisconsin","Green County",74.6,150300,64502
55047,"Wisconsin","Green Lake County",69.3,137500,55075
55049,"Wisconsin","Iowa County",76.4,155500,64124
55051,"Wisconsin","Iron County",69.3,106700,43798
55053,"Wisconsin","Jackson County",70.6,121400,53650
55055,"Wisconsin","Jefferson County",77.9,182500,66291
55057,"Wisconsin","Juneau County",70.5,115500,53490
55059,"Wisconsin","Kenosha County",79.9,182400,63733
55061,"Wisconsin","Kewaunee County",71.9,144400,66192
55063,"Wisconsin","La Crosse County",81.2,148700,57882
55065,"Wisconsin","Lafayette County",70.7,117700,60691
55067,"Wisconsin","Langlade County",70,107500,49491
55069,"Wisconsin","Lincoln County",71.1,131300,58541
55071,"Wisconsin","Manitowoc County",73.7,124000,56612
55073,"Wisconsin","Marathon County",78.5,139500,62633
55075,"Wisconsin","Marinette County",72.5,109700,50330
55077,"Wisconsin","Marquette County",71.1,141000,52288
55078,"Wisconsin","Menominee County",64.9,92600,40921
55079,"Wisconsin","Milwaukee County",73.7,165700,50606
55081,"Wisconsin","Monroe County",73.7,126800,59587
55083,"Wisconsin","Oconto County",75.2,146300,60908
55085,"Wisconsin","Oneida County",77.3,172800,56852
55087,"Wisconsin","Outagamie County",82.5,153500,65572
55089,"Wisconsin","Ozaukee County",85.4,255600,85215
55091,"Wisconsin","Pepin County",77.2,138500,54583
55093,"Wisconsin","Pierce County",77.5,200200,72323
55095,"Wisconsin","Polk County",72.2,170300,59994
55097,"Wisconsin","Portage County",81.2,143100,58853
55099,"Wisconsin","Price County",70,111500,47956
55101,"Wisconsin","Racine County",78.1,175700,61336
55103,"Wisconsin","Richland County",68.2,123000,51947
55105,"Wisconsin","Rock County",74.4,138000,57875
55107,"Wisconsin","Rusk County",66,110200,47532
55109,"Wisconsin","St. Croix County",83.3,225700,84756
55111,"Wisconsin","Sauk County",76.3,166400,59943
55113,"Wisconsin","Sawyer County",72.1,168200,47714
55115,"Wisconsin","Shawano County",72.8,125100,56531
55117,"Wisconsin","Sheboygan County",79.7,151100,60696
55119,"Wisconsin","Taylor County",67.5,120100,53020
55121,"Wisconsin","Trempealeau County",71.8,132800,58548
55123,"Wisconsin","Vernon County",66.8,131700,52459
55125,"Wisconsin","Vilas County",68.8,194900,47072
55127,"Wisconsin","Walworth County",79.5,198000,63776
55129,"Wisconsin","Washburn County",71.9,148400,50280
55131,"Wisconsin","Washington County",83.7,228000,77663
55133,"Wisconsin","Waukesha County",87.5,262200,87277
55135,"Wisconsin","Waupaca County",73.5,137100,58693
55137,"Wisconsin","Waushara County",68.9,136600,52810
55139,"Wisconsin","Winnebago County",78.8,140500,58543
55141,"Wisconsin","Wood County",75.8,116500,54913
56001,"Wyoming","Albany County",81,189500,49322
56003,"Wyoming","Big Horn County",72,116100,52804
56005,"Wyoming","Campbell County",86.4,197700,82659
56007,"Wyoming","Carbon County",72.5,129100,60161
56009,"Wyoming","Converse County",76.2,167500,69647
56011,"Wyoming","Crook County",70,151100,65132
56013,"Wyoming","Fremont County",71.9,154400,55896
56015,"Wyoming","Goshen County",71.3,123100,54289
56017,"Wyoming","Hot Springs County",74.4,117800,51413
56019,"Wyoming","Johnson County",69.2,208400,58132
56021,"Wyoming","Laramie County",82.4,169900,66910
56023,"Wyoming","Lincoln County",76.2,196400,66964
56025,"Wyoming","Natrona County",78.5,173300,62772
56027,"Wyoming","Niobrara County",67.8,107500,39150
56029,"Wyoming","Park County",80.4,191500,63582
56031,"Wyoming","Platte County",68.4,127600,50903
56033,"Wyoming","Sheridan County",80.9,211900,60807
56035,"Wyoming","Sublette County",82.9,278300,77403
56037,"Wyoming","Sweetwater County",82.2,169500,74843
56039,"Wyoming","Teton County",83.5,723700,84678
56041,"Wyoming","Uinta County",83.8,171600,63403
56043,"Wyoming","Washakie County",76.4,130000,54158
56045,"Wyoming","Weston County",71.1,115200,57031
